" year(s)", " jahr(e)"
" month(s)", " monat(e)"
"less than 1 week", "weniger als 1 woche"
"Some problems appeared while saving image.", "Some problems appeared while saving image."
"One of your image dimensions is less 60px", "One of your image dimensions is less 60px"
"Average Rating:", "Average Rating:"
"Average Sizing:", "Average Sizing:"
"based on %s reviews", "basierend auf %s bewertungen"
"based on %s review", "basierend auf %s bewertung"
"search in reviews", "suche in bewertungen"
"Approved", "Approved"
"Not Approved", "Not Approved"
"Pending", "Ausstehend"
"You have entered wrong captcha.", "Sie haben falsche captcha eingegeben."
"Write A Review","Bewertung schreiben"
"Tell us what you think about this item!","Sagen Sie uns Ihre Meinung zu diesem Artikel!"
"Tell us what you think about this item","Sagen Sie uns Ihre Meinung zu diesem Artikel"
"Overall Rating","Gesamtbewertung"
"Nickname","Spitzname"
"select the number of stars that reflect your overall item rating","wählen Sie die Anzahl der Sterne, die Ihre gesamte Artikel Bewertung widerspiegeln"
"Your Review","Ihre Bewertung"
"share your opinion with others by writing a detailed review","teilen Sie Ihre Meinung mit anderen, indem er eine detaillierte Überprüfung"
"Review Title:","Titel der Bewertung"
"Overall Review:","Insgesamt Bewertung"
"when writing your review, try to avoid","beim Schreiben Ihrer Bewertung, versuchen zu vermeiden,"
"non-product related comments","Nicht-produktbezogene Kommentare"
"price and promotion details","Preis und Förderung Details"
"inappropriate language","unangemessene Sprache"
"info about other companies or websites","Infos zu anderen Firmen oder Webseiten"
"any personal info - we want to protect your privacy!","jede persönliche Angaben - wir möchten Ihre Privatsphäre schützen!"
"What do you like about this item?","Was halten Sie von diesem Artikel gefallen?"
"What do you dislike about this item?","Was halten Sie von diesem Artikel nicht?"
"Pros:","Zustimmen"
"Cons:","Meinung"
"Enter your Pros, separated by comma","Geben Sie Ihre Zustimmen, durch Komma getrennt"
"Enter your Cons, separated by comma","Geben Sie Ihre Meinung, durch Komma getrennt"
"Would you recommend this product to a friend?","Würden Sie dieses Produkt einem Freund empfehlen?"
"Definitely yes, Likely, Unlikely, Not sure, Never!","Definitiv ja, Möglicherweise, Einsatz, Nicht sicher, Niemals!"
"Definitely yes","Definitiv ja"
"Likely","Möglicherweise"
"Unlikely","Einsatz"
"Not sure","Nicht sicher"
"Never!","Niemals!"
"Upload Your Image","Ihre Bilder hochladen"
"pictures speak a thousand words!","Bilder sprechen mehr als tausend Worte!"
"Image must be in PNG, GIF or JPEG format","Bild muss im PNG-, GIF-oder JPEG-Format vorliegen"
"File size must be 5 MB or less","Dateigröße muss 5MB oder weniger"
"Image must be at least 60 pixels tall","Das Bild muss mindestens 60 Pixel hoch"
"Image must be at least 60 pixels wide","Das Bild muss mindestens 60 Pixel breit"
"Attach Your Video","Bringen Sie Ihr Video"
"post your youtube video link to show how you style this item","Posten Sie Ihre Youtube-Link, um zu zeigen, wie Sie diesen Titel tragen"
"About you","Über Sie"
"tell our customers about yourself","sagen unseren Kunden, über sich selbst"
"Your Age","Ihr Alter"
"Your Height","Ihre Höhe"
"Your Body Type","Ihren Körper-Typ"
"Your review has been accepted for moderation.","Ihre Meinung ist für die Moderation übernommen."
"Please, wait...","Bitte warten"
"Clear Filters","Filter Löschen"
"Average Rating","Durchschnittliche Bewertung"
"Average Rating:","Durchschnittliche Bewertung:"
