"Mother of the Bride Dresses","Brautmutterkleider"
"Mother of the Bride Dress","Brautmutterkleider"
"Wedding Guest Dresses","Hochzeit Gastkleider"
"Wedding Guest Dress","Hochzeit Gastkleider"
"Evening Dresses","Abendkleider"
"Evening Dress","Abendkleider"
"Long Prom Dresses","Lange Ballkleider"
"Long Prom Dress","Lange Ballkleider"
"Short Prom Dresses","Kurze Ballkleider"
"Short Prom Dress","Kurze Ballkleider"
"Prom Dresses","Ballkleider"
"Prom Dress","Ballkleider"
"Party Dresses","Partykleider"
"Party Dress","Partykleider"
"Cocktail Dresses","Cocktailkleider"
"Cocktail Dress","Cocktailkleider"
"Date Dresses","Kleider für die Datierung"
"Family Celebration","Kleider für Familienfeier"
"Formal Dance Dresses","Kleider für Formale Tanz"
"Graduation Dresses","Abschlusskleider"
"Holiday Dresses","Festliche Kleider"
"Homecoming Dresses","Homecomingkleider"
"Homecoming Dress","Homecomingkleider"
"Military Ball Dresses","Militär Ball Kleider"
"Pageant Dresses","Festzug Kleider"
"Pageant Dresses","Festzug Kleider"
"Quinceanera Dresses","Quinceañera Kleider"
"Quinceanera Dresses","Quinceañera Kleider"
"Semi Formal Dresses","Halb Formale Kleider"
"Reception Dresses","Empfang Kleider"
"Bridal Veils","Schleier"
"Bridal Veil","Schleier"
"Wedding Veils","Schleier"
"Wedding Veil","Schleier"
"Veils","Schleier"
"Veil","Schleier"
"Wedding Headpieces","Kopfschmuck"
"Wedding Headpiece","Kopfschmuck"
"Headpieces","Kopfschmuck"
"Headpiece","Kopfschmuck"
"Special Occasion Jacket/Wedding Wrap","Bolero, Capes & Stola für Besondere Anlässe & Hochzeit"
"Wedding/Party Jacket/Wrap","Bolero, Capes & Stola für Besondere Anlässe & Hochzeit"
"Jacket/Wedding Wrap","Bolero/Capes/Stola"
"A-Line","A-Linie"
"Princess","Princess-Stil"
"Trumpet/Mermaid","Mermaid-Stil"
"Sheath/Column","Etui-Linie"
"Ball Gown","Duchesse-Linie"
"Ball-Gown","Duchesse-Linie"
"with","mit"
"Charming","Charme"
"Elegant","Elegant"
"Gorgeous","Herrlich"
"Amazing","Erstaunlich"
"Delightful","Wunderbar"
"Brilliant","Glänzend"
"Faddish","Faddish"
"Graceful","Anmutigen"
"Spectacular","Spektakuläre"
"Fancy","Phantasie"
"Glamorous","Glamourös"
"Lovely","Schön"
"Exquisite","Exquisite"
"Luxurious","Luxuriöse"
"Wonderful","Wunderbar"
"Attractive","Attraktiv"
"Sumptuous","Kostspielig"
"Strapless","Trägerloser Ausschnitt"
"Sweetheart","Herz-Ausschnitt"
"V-Neck","V-Ausschnitt"
"Spaghetti Straps","Spaghettiträger"
"One-Shoulder","1-Schulter"
"One Shoulder","1-Schulter"
"Off-the-Shoulder","Carmen-Ausschnitt"
"Off the Shoulder","Carmen-Ausschnitt"
"Halter","Neckholder"
"Straps","Träger"
"Scoop","U-Ausschnitt"
"Square","Carré-Ausschnitt"
"High-neck","Stehkragen"
"High neck","Stehkragen"
"Jewel","Juwel-Ausschnitt"
"Short Sleeves","Kurze Ärmel"
"Half Sleeves","Halbe Sleeve"
"3/4 Length Sleeves","3/4 Länge Ärmel"
"Long Sleeves","Lange Ärmel"
"Sleeveless","Ärmellos"
"Natural","Natürlich"
"Dropped","Tiefe Taille"
"Zipper-up","Reißverschluss"
"Lace-up","Schnürung"
"Backless","Rückenfrei"
"Sweep/brush train","Sweep/Pinsel Zug"
"chapel train","Kapelle-Schleppe"
"court train","Hof-Schleppe"
"floor-length","Bodenlang"
"floor length","Bodenlang"
"cathedral train","Kathedrale-Schleppe"
"asymmetrical","Asymmetrisch"
"tea-length","Wadenlang"
"tea length","Wadenlang"
"knee-length","Knielang"
"knee length","Knielang"
"ankle-length","Knöchellang"
"ankle length","Knöchellang"
"Short/Mini","Kurz/Mini"
"beading","Perlenstickerei"
"pleated","Gefaltet"
"pleats","Gefaltet"
"embroidered","Stickerei"
"lace","Spitze"
"sash","Schärpen"
"tiered","Stufig"
"print","Drucken"
"ruffles","Rüschen"
"draped","Drapiert"
"bow","Schleife"
"sequin","Mit Paillette"
"cascading ruffle","Kaskadierung Rüschen"
"nets","Netz"
"feather","Feder"
"pattern","Muster"
"piping","Paspeliert"
"rhinestone","Kunstdiamant"
"Ruched","Rüsche"
"Matte Satin","Matte-satin"
"Elastic Woven Satin","Stretch-Satin"
"Silk Like Satin","Kunstseide"
"Tulle","Tülle"
"Taffeta","Taft"
"Hand-made Flowers","Handgefertigten Blumen"
"Hand made Flowers","Handgefertigten Blumen"
"Handmade Flowers","Handgefertigten Blumen"
"And","und"
"Ivory","Elfenbein"
"Champagne","Champagner"
"Pink","Rosa"
"White","Weiß"
"Brown","Braun"
"Black","Schwarz"
"Blue","Blau"
"Chocolate","Schokolade"
"Burgundy","Burgunderrot"
"Daffodil","Narzisse"
"Dark Green","Dunkelgrün"
"Fuchsia","Purpurrot"
"Grape","Traube"
"Hunter","Jägergrün"
"Green","Grün"
"Lavender","Lavendel"
"Pearl Pink","Perlen Pink"
"Light Sky Blue","Himmelblau"
"Lilac","Lila"
"Red","Rot"
"Royal Blue","Kaiser Blau"
"Sage","Salbei"
"Silver","Silber"
"Regency","Regency Blau"
"Watermelon","Wassermelone"
"Taffeta","Taft"
"Matte Satin","Matte-satin"
"Elastic Woven Satin","Stretch-satin"
"Silk Like Satin","Kunstseide"
"Custom Size","Maßgeschneiderte Größe"
"Measurement Unit","Maßeinheit"
"Bust","Brust"
"Waist","Taille"
"Hips","Hüfte"
"Hollow to Floor","Schlüsselbeine zum Boden"
"Height","Körpergröße"
"Cup Size","BH-Größe"
"Size","Größe"
"Color","Farbe"
"Shoulder(inch)","Schulterbreite (inch)"
"Arm Length(inch)","Armlänge (inch)"
"Bust(inch)","Oberweite (inch)"
"Event Date","Datum des Ereignisses"
"Note","Bemerkung"
"Show as picture","Als bild dargestellt"
"Back Style","Rücken"
"Zipper","Reißverschluss"
"Zipper","Reißverschluss"
"Lace Up","Schnürung"
"Backless","Rückenfrei"
"Other","Andere"
"Body Shape","Figur"
"Plus Sizes","Übergrößen"
"Maternity","Mutterschaft"
"Petite","Extraklein"
"Misses","Fehlend"
"Apple","Apfel"
"Hourglass","Sanduhr"
"Inverted Triangle","Stehendes Dreieck"
"Pear","Birne"
"Rectangle","Rechteck"
"Embellishment","Verzierung"
"Beading","Perlenstickerei"
"Ruffles","Rüschen"
"Hand-Made Flower","Handgemachte Blume"
"Embroidery","Stickerei"
"Applique","Applikation"
"Sequin","Mit Paillette"
"Bowknot","Schleife"
"Crystal","Kristall"
"Sash/Ribbon/Belt","Schärpen/Bänder"
"Lace","Spitze"
"Rhinestone","Kunstdiamant"
"Ruched","Rüsche"
"Paillette","Paillette"
"Layers","Schichten"
"Pleats","Gefaltet"
"Acrylic Jewels","Acryl Juwelen"
"Diamond","Diamant"
"Feathers/Fur","Feder/Pelz"
"Fabric","Stoff"
"Chiffon","Chiffon"
"Satin","Satin"
"Taffeta","Taft"
"Elastic Woven Satin","Stretch-Satin"
"Tulle","Tülle"
"Organza","Organza"
"Silk like Satin","Kunstseide"
"Charmeuse","Charmeuse"
"Matte Satin","Matte-satin"
"Net","Netz"
"Sequins","Mit Paillette"
"Feather","Feder"
"Faux Fur","Kunstpelz"
"Jersey","Jersey"
"Hemline/Train","Schleppe/Rock-Stil"
"Short/Mini","Kurz/Mini"
"Knee-Length","Knielang"
"Tea-Length","Wadenlang"
"Ankle-Length","Knöchellang"
"Floor-Length","Bodenlang"
"Sweep/Brush Train","Sweep/Pinsel Zug"
"Court Train","Hof-Schleppe"
"Chapel Train","Kapelle-Schleppe"
"Cathedral Train","Kathedrale-Schleppe"
"Asymmetrical","Asymmetrisch"
"Neckline","Kragentyp"
"Strapless","Trägerloser Ausschnitt"
"Sweetheart","Herz-Ausschnitt"
"V-neck","V-Ausschnitt"
"One-Shoulder","1-Schulter"
"Straps","Träger"
"Square","Carré-Ausschnitt"
"Halter","Neckholder"
"Spaghetti Straps","Spaghettiträger"
"Off-the-Shoulder","Carmen-Ausschnitt"
"Scoop","U-Ausschnitt"
"High Neck","Stehkragen"
"Bateau","Bateau-kragen"
"Jewel","Juwel-Ausschnitt"
"Sash Fabric","Schärpen Stoff"
"Shown Color","Farbe Gezeigt"
"Ivory","Elfenbein"
"Champagne","Champagner"
"Pearl Pink","Perlen Pink"
"Pink","Rosa"
"White","Weiß"
"Brown","Braun"
"Black","Schwarz"
"Light Sky Blue","Himmelblau"
"Royal Blue","Kaiser Blau"
"Blue","Blau"
"Chocolate","Schokolade"
"Burgundy","Burgunderrot"
"Daffodil","Narzisse"
"Dark Green","Dunkelgrün"
"Fuchsia","Purpurrot"
"Grape","Traube"
"Hunter","Jägergrün"
"Hunter Green","Jägergrün"
"Multi Colors","Multi Farben"
"Green","Grün"
"Lavender","Lavendel"
"Lilac","Lila"
"Red","Rot"
"Sage","Salbei"
"Silver","Silber"
"Regency","Regency Blau"
"Watermelon","Wassermelone"
"Dark Navy","Dunkelnnavy"
"Yellow","Gelb"
"Grey","Grau"
"Silhouette","Schattenbild"
"A-Line/Princess","A-Linie/Princess-Stil"
"Sheath/Column","Etui-Linie"
"Trumpet/Mermaid","Meerjungfrau-Linie/Mermaid-Stil"
"Ball Gown","Duchesse-Linie"
"Empire","Empire-Stil"
"Season","Jahreszeit"
"Spring","Frühling"
"Summer","Sommer"
"Fall","Herbst"
"Winter","Winter"
"Skirt Fabric","Rock Stoff"
"Sleeve","Ärmellänge"
"Sleeveless","Ärmellos"
"Short Sleeves","Kurze Ärmel"
"1/2 Sleeves","Halbe Sleeve"
"3/4 Sleeves","3/4 Länge Ärmel"
"Long Sleeves","Lange Ärmel"
"Waist","Taille"
"Natural","Natürlich"
"Dropped","Tiefe Taille"
"Show","Zeigen"
"New from Date","Neue"
"Sort By:","Sortierung:"
"Price","Preis"
"Part","Teil"
"Standard Shipping","Standard-Versand"
"Expedited Shipping","Beschleunigter Versand"
"Delivery Rates Title","Gültige Versandart"
"Free Shipping","Kostenloser Versand"
"Rush Order","Eilauftrag"
"No, thanks! (Standard)","Nein, danke! (Regelmäßige)"
"Arrive in 16-18 days","Ankunft in 16-18 Tagen"
"Arrive in 13-15 days","Ankunft in 13-15 Tagen"
"Product Reviews:","Kundenmeinungen:"
"Buy these items together for greater savings:","Kaufen Sie diese Produkte zusammen für größere Einsparungen:"
"Ready to buy","Bereit zu kaufen"
"Pick List","Auswahlliste"
"select this item"，"Diesen Artikel auswählen"
"Pictures","Bilder"
"Quantity:","Menge:"
"How to Order","Wie Sie bestellen"
"You may also be interested in the following product(s)","Sie könnten auch interessiert sein an folgenden Produkten (s)"
"Ask a Question","Stellen Sie eine Frage"
"(Please attach the product url in the question.)","(Bitte legen Sie das Produkt url in der Frage.)"
"Post My Review","Sende Meine Bewertung"
"Only registered users can write reviews. Please, <a href="%s">log in</a> or <a href="%s">register</a>","Nur registrierte Nutzer können Bewertungen schreiben. Bitte, <a href="%s">log in</a> or <a href="%s">register</a>"
"Plus Sizes","Übergrößen"
"Maternity","Mutterschaft"
"Petite","Extraklein"
"Misses","Fehlend"
"Apple","Apfel"
"Hourglass","Sanduhr"
"Inverted Triangle","Stehendes Dreieck"
"Pear","Birne"
"Rectangle","Rechteck"
"Check Cart","Zum Warenkorb"
"Popular at Merle Dress","Beliebt bei MerleDress.com"
"What's Popular?","Was ist beliebt?"
"ship to","versenden"
"Skirt Color","Rock Farbe"
"Bodice Color","Mieder Farbe"
"Decoration Color","Dekoration Farbe"
"Skin Pink","Haut Rosa"
"Bud Green","Bud grün"
"Dark Brown","Dunkelbraun"
"Orange Red","Orange Rot"
"Bright Rust Red","Leuchtend Rot"
"Ice Blue","Eisblau"
"Purple","Purpurrot"
"Unit(s)","Einheit (en)"
"Tiers","Schichten"
"Tier","Schicht"
"Package Weight (g)","Paket-Gewicht (g)"
"Buy Now","Jetzt Kaufen"
"Check Cart","Zum Warenkorb"
"Shipping Time: 4-8 Calendar Days -","Lieferzeit: 4-8 Kalendertage"
"Shipping Time: 3-5 Calendar Days -","Lieferzeit: 3-5 Kalendertage"
