"Feathers/Fur","Pluma"
"Fabric","Tejido"
"Chiffon","Gasa"
"Satin","Satén"
"Taffeta","Tafetán"
"Elastic Woven Satin","Satén Elástico"
"Tulle","Tul"
"Organza","Organza"
"Silk like Satin","Netseda Sintética"
"Charmeuse","Charmeuse"
"Matte Satin","Satén Mate"
"Net","Neto"
"Sequins","Con lentejuelas"
"Feather","Pluma"
"Faux Fur","Piel Sintética"
"Jersey","Jersey"
"Hemline/Train","Dobladillo/Cola"
"Short/Mini","Corto/Mini"
"Knee-Length","Hasta la Rodilla"
"Tea-Length","Hasta la Tibia"
"Ankle-Length","Hasta el Tobillo"
"Floor-Length","Hasta el Suelo"
"Knee-length","Hasta la Rodilla"
"Tea-length","Hasta la Tibia"
"Ankle-length","Hasta el Tobillo"
"Floor-length","Hasta el Suelo"
"Sweep/Brush Train","Barrer/Cepillo Tren"
"Court Train","Cola Corte"
"Chapel Train","Cola Capilla"
"Cathedral Train","Cola Catedral"
"Asymmetrical","Asimétrico"
"Neckline","Escote"
"Strapless","Sin Tirantes"
"Sweetheart","Escote Corazón"
"V-neck","Escote en V"
"One-shoulder","Solo Hombro"
"Straps","Tirantes"
"Square","Escote Cuadrado"
"Halter","Escote Halter"
"Spaghetti Straps","Tirantes Espaguetis"
"Off-the-Shoulder","Hombros Caídos"
"Off the Shoulder","Hombros Caídos"
"Scoop","Escote A la Base"
"High Neck","Escote Alto"
"Bateau","Escote Barco"
"Jewel","Escote Joya"
"Sash Fabric","Tejido Faja"
"Shown Color","Color que se Muestra"
"Ivory","Marfil"
"Champagne","Champaña"
"Pearl Pink","Rosa Perla"
"Pearls","Perla"
"Pink","Rosa"
"White","Blanco"
"Brown","Marrón"
"Black","Negro"
"Light Sky Blue","Azul Cielo"
"Royal Blue","Azul Real"
"Blue","Azul"
"Chocolate","Chocolate"
"Burgundy","Borgoña"
"Daffodil","Narciso"
"Dark Green","Verde Oscuro"
"Fuchsia","Fucsia"
"Grape","Malva"
"Hunter","Verde Jade"
"Hunter Green","Verde Jade"
"Multi Colors","Colores Multi"
"Green","Verde"
"Lavender","Lavanda"
"Lilac","Lila"
"Gold","Oro"
"Orange","Naranja"
"Red","Rojo"
"Sage","Verde Espárrago"
"Silver","Plata"
"Regency","Púrpura"
"Watermelon","Sandía"
"Dark Navy","Marino Oscuro"
"Yellow","Amarillo"
"Grey","Gris"
"Silhouette","Silueta"
"A-Line/Princess","Línea-a/Princesa"
"A-line/Princess","Línea-a/Princesa"
"Sheath/Column","Ajustado"
"Trumpet/Mermaid","Trompeta/Sirena"
"Ball Gown","Corte Evasé"
"Empire","Imperio"
"Season","Temporada"
"Spring","Primavera"
"Summer","Verano"
"Fall","Otoño"
"Winter","Invierno"
"Skirt Fabric","Tejido Falda"
"Sleeve","Longitud de Manga"
"Sleeveless","Sin Mangas"
"Short Sleeves","Manga Corta"
"1/2 Sleeves","La Mitad de Manga"
"3/4 Sleeves","Manga de Longitud 3/4"
"Long Sleeves","Manga Larga"
"Waist","Cintura"
"Natural","Natural"
"Dropped","Baja"
"Tiers","Tiers"
"Tier","Tier"
"More ...","Más ..."
"Less ...","Menos ..."
"Package Weight (g)","Peso del Paquete (g)"
"Find","Encontrar"
"Upper Material","Material Exterior"
"Lining Material","Material Forro"
"Outsole Material","Material Suela"
"Heel Height","Altura del Tacón"
"Heel Height Range","Rango de la Altura del Tacón"
"Platform Height","Altura de la Plataforma"
"Decoration","Decoración"
"Leatherette","Cuero Artificial"
"PU","Cuero Artificial"
