"more than ","más que "
" year(s)", " año"
" month(s)", " mes(es)"
"less than 1 week", "menos de 1 semana"
"Some problems appeared while saving image.", "Some problems appeared while saving image."
"One of your image dimensions is less 60px", "One of your image dimensions is less 60px"
"Average Sizing:", "Average Sizing:"
"based on %s reviews", "sobre la base %s opiniones"
"based on %s review", "basado en %s opinión"
"search in reviews", "buscar en las revisiones"
"Approved", "Aprobado"
"Not Approved", "Not Approved"
"Pending", "Pendiente"
"You have entered wrong captcha.", "Ha introducido Captcha mal."
"Write A Review","Escribir tu opinión"
"Tell us what you think about this item!","Cuéntanos lo que piensas acerca de este producto!"
"Tell us what you think about this item","Cuéntanos lo que piensas acerca de este producto"
"Overall Rating","Nota global"
"Nickname","Apelido"
"select the number of stars that reflect your overall item rating","seleccione el número de estrellas que reflejan su valoración global elemento"
"Your Review","Su opinión"
"share your opinion with others by writing a detailed review","comparte tu opinión con otras personas por escribir una reseña detallada"
"Review Title:","Título de la opinión"
"Overall Review:","Opinión general"
"when writing your review, try to avoid","al escribir su opinión, tratar de evitar,"
"non-product related comments","comentarios de productos no relacionados"
"price and promotion details","precio y promoción detalles"
"inappropriate language","lenguaje inapropiado"
"info about other companies or websites","información sobre otras empresas o sitios web"
"any personal info - we want to protect your privacy!","cualquier información personal - ¡deseamos proteger su privacidad!"
"What do you like about this item?","¿Qué te gusta de este artículo?"
"What do you dislike about this item?","¿Qué te gusta de este artículo?"
"Pros:","Pros"
"Cons:","Contras"
"Enter your Pros, separated by comma","Introduzca los Pros, separadas por comas"
"Enter your Cons, separated by comma","Introduzca los Contras, separadas por comas"
"Would you recommend this product to a friend?","¿Recomendaría usted este producto a un amigo?"
"Definitely yes, Likely, Unlikely, Not sure, Never!","Definitivamente sí, Probable, Poco probable, No seguro, Nunca!"
"Definitely yes","Definitivamente sí"
"Likely","Probable"
"Unlikely","Poco probable"
"Not sure","No seguro"
"Never!","Nunca!"
"Upload Your Image","Subir su imagen"
"pictures speak a thousand words!","imágenes hablan más que mil palabras!"
"Image must be in PNG, GIF or JPEG format","La imagen debe estar en formato PNG, GIF o JPEG"
"File size must be 5 MB or less","Tamaño del archivo debe ser de 5MB o menos"
"Image must be at least 60 pixels tall","La imagen debe ser de al menos 60 píxeles de alto"
"Image must be at least 60 pixels wide","La imagen debe ser de al menos 60 píxeles de ancho"
"Attach Your Video","Adjuntar el video"
"post your youtube video link to show how you style this item","publicar tu enlace de video youtube para mostrar cómo te gusta este artículo"
"About you","Acerca de ti"
"tell our customers about yourself","decir a nuestros clientes acerca de usted"
"Your Age","Su edad"
"Your Height","Su altura"
"Your Body Type","Su tipo de cuerpo"
"Your review has been accepted for moderation.","Tu comentario ha sido aceptado para su moderación."
"Please, wait...","Por favor, espere..."
"Clear Filters","Claro Filtros"
"Average Rating","Puntuación promedio"
"Average Rating:","Puntuación promedio:"
"Comment on this review","Opina sobre esta opinión"
"Was this review helpful?","Este fue útil"
"Result Filters","Filtros de Resultados"
"Watch my video","Mira mi video"
"found this review helpful","consideraron útil esta opinión"
"of","de"
