" year(s)", " ano(s)"
" month(s)", " mes(es)"
"less than 1 week", "menos de 1 semana"
"Some problems appeared while saving image.", "Some problems appeared while saving image."
"One of your image dimensions is less 60px", "One of your image dimensions is less 60px"
"Average Sizing:", "Average Sizing:"
"based on %s reviews", "com base %s comentários"
"based on %s review", "com base em %s comentário"
"search in reviews", "pesquisa em comentários"
"Approved", "Aprovado"
"Not Approved", "Not Approved"
"Pending", "Pendente"
"You have entered wrong captcha.", "Você digitou captcha errado."
"Write A Review","Escreva um comentário"
"Tell us what you think about this item!","Diga-nos o que você pensa sobre este item!"
"Tell us what you think about this item","Diga-nos o que você pensa sobre este item"
"Overall Rating","Classificação geral"
"Nickname","Apodo"
"select the number of stars that reflect your overall item rating","selecionar o número de estrelas que refletem sua classificação geral artigo"
"Your Review","Sua Opinião"
"share your opinion with others by writing a detailed review","compartilhe sua opinião com os outros, escrevendo uma revisão detalhada"
"Review Title:","Título da Avaliação"
"Overall Review:","Revisão geral"
"when writing your review, try to avoid","ao escrever sua opinião, para tentar evitar,"
"non-product related comments","Comentários não relacionados com produtos"
"price and promotion details","preço e promoção detalhes"
"inappropriate language","linguagem inapropriada"
"info about other companies or websites","Informações sobre outras empresas ou sites"
"any personal info - we want to protect your privacy!","qualquer informação pessoal - nós queremos proteger a sua privacidade!"
"What do you like about this item?","O que você gosta sobre este item?"
"What do you dislike about this item?","O que você não gosta sobre este item?"
"Pros:","Prós"
"Cons:","Contras"
"Enter your Pros, separated by comma","Digite seu Prós, separados por vírgula"
"Enter your Cons, separated by comma","Introduza as suas Contras, separados por vírgula"
"Would you recommend this product to a friend?","Você recomendaria este produto a um amigo?"
"Definitely yes, Likely, Unlikely, Not sure, Never!","Definitivamente sim, Provavelmente, Não, Não tenho certeza, Nunca!"
"Definitely yes","Definitivamente sim"
"Likely","Provavelmente"
"Unlikely","Não"
"Not sure","Não tenho certeza"
"Never!","Nunca!"
"Upload Your Image","Envie a sua foto"
"pictures speak a thousand words!","imagens falam mais que mil palavras!"
"Image must be in PNG, GIF or JPEG format","A imagem deve estar no formato PNG, GIF ou JPEG"
"File size must be 5 MB or less","O tamanho do arquivo deve ser 5MB ou menos"
"Image must be at least 60 pixels tall","A imagem deve ser de pelo menos 60 pixels de altura"
"Image must be at least 60 pixels wide","A imagem deve ser de pelo menos 60 pixels de largura"
"Attach Your Video","Anexe o seu vídeo"
"post your youtube video link to show how you style this item","postar o link do vídeo do youtube para mostrar como você ama este item"
"About you","Sobre você"
"tell our customers about yourself","dizer aos nossos clientes sobre si mesmo"
"Your Age","Sua Idade"
"Your Height","Sua Altura"
"Your Body Type","Seu tipo de corpo"
"Your review has been accepted for moderation.","O seu comentário foi aceito pela moderação"
"Please, wait...","Por favor, aguarde..."
"Clear Filters","Limpar Filtros"
"Average Rating","Classificação média"
"Average Rating:","Classificação média:"
"Comment on this review","Comente sobre este comentário"
"Was this review helpful?","Este comentário foi útil?"
"Result Filters","Filtros de Resultados"
"Watch my video","Assista meu vídeo"
"found this review helpful","acharam este comentário útil"
"of","de"
