"Discount Amount","Valor Desconto"
"Discount%s","Desconto%s"
"Display Order ID in Header","Mostrar ID da encomenda no cabeçalho"
"Document","Documento"
"Edit","Editar"
"Edit Gift Messsage","Editar Mensagem de Presente"
"Edit Order #%s","Editar Encomenda #%s"
"Email","Email"
"Email Copy of Credit Memo","Enviar cópia do email da Nota de Crédito"
"Email Copy of Invoice","Enviar Cópia da Factura por Email"
"Email Copy of Shipment","Cópia de Email do Envio"
"Email Order Confirmation","Email de Confirmação da Encomenda"
"Enable","Activo"
"Enabled","Activo"
"Error to show in shopping cart","Erro ao mostrar no Carrinho de Compras"
"Excl. Tax","Excl. Imposto"
"From","De"
"From Name","Nome Destinatário"
"From:","De:"
"G.T. (Base)","Total (base)"
"G.T. (Purchased)","Total (Adquirido)"
"Get shipping methods and rates","A obter métodos de envio e taxas"
"Gift","Presente"
"Gift Certificate","Certificado de Presente"
"Gift Message","Mensagem do presente:"
"Gift Message for Entire Order","Mensagem de Presente para toda a encomenda"
"Gift Message for this Order","Mensagem de Presente para esta encomenda"
"Grand Total","Total"
"Grand Total to be charged","Total a ser cobrado"
"Grand Total:","Total:"
"Guest","Convidado"
"Hold","Bloquear"
"Hold action is not available","Bloquear não disponível"
"Hold order","Bloquear encomenda"
"ID","ID"
"If empty, the default description above will be used","Se vazio, a descrição por omissão acima será mostrada"
"If empty, the default error above will be used","Se vazio, o erro por omissão acima será mostrado"
"Incl. Tax","Incl. Imposto"
"Information","Informação"
"Invalid carrier specified.","Transportador inválido especificado."
"Invalid item option format","Opção de formato do item inválida"
"Invalid qty to invoice item ""%s""","Qt. inválida para o item ""%s"" da factura"
"Invalid qty to refund item ""%s""","Qt. inválida para o item ""%s"" para reembolso"
"Invalid qty to ship for item ""%s""","Qt. inválida para o item ""%s"" para o envio"
"Invalid renderer model","Modelo de apresentação inválido"
"Invalid request for adding product to quote","Pedido inválido para adicionar produto a câmbio"
"Invoice","Factura"
"Invoice #","Factura #"
"Invoice # ","Factura #"
"Invoice #%s","Factura #%s"
"Invoice Comment Email Sender","Remetente Email Comentário Factura"
"Invoice Comment Email Template","Template de Email Comentário Factura"
"Invoice Comment Email Template for Guest","Template de Email para comentário factura de Convidado"
"Invoice Comments","Comentários Factura"
"Invoice Date","Data da Factura"
"Invoice Email Sender","Remetente de Email Factura"
"Invoice Email Template","Template Email de Factura"
"Invoice Email Template for Guest","Template de Email da factura para Convidado"
"Invoice Update","Factura actualizada"
"Invoice Update for Guest","Actualização de factura pra Convidado"
"Invoice and Packing Slip Design","Desenho da Factura e Rótulos de Embalagem"
"Invoice can not be canceled","A factura não pode ser cancelada"
"Invoice can not be captured","A factura não pode ser criada"
"Invoice can not be void","A factura não pode ser anulada"
"Invoice cancel problem","Problema com cancelamento da factura"
"Invoice capture problem","Problema com criação da factura"
"Invoice email not sent","Email de factura não enviado"
"Invoice email sent","Email de factura enviado"
"Invoice void problem","Problema ao anular factura"
"Invoiced","Facturado"
"Invoices","Facturas"
"Item","Item"
"Item Status","Estado do item"
"Item object is not specified.","Objecto do item não especificado"
"Item option with code %s already exist","O item de opção com o código %s já existe"
"Item options declare error","Erro ao declarar opções do item"
"Item ordered qty","Qt. encomendada do Item"
"Item qty declare error","Erro ao declarar quantidade do item"
"Items Invoiced","Itens facturados"
"Items Ordered","Itens encomendados"
"Items Refunded","Itens Devolvidos"
"Items Shipped","Itens Enviados"
"Items options declare error.","Erro ao declarar opções dos itens"
"Items to Invoice","Itens para facturar"
"Items to Refund","Itens para Devolver"
"Items to Ship","Itens para enviar"
"Last ordered items","Últimos itens encomendados"
"Link to the new order","Ligação para a nova encomenda"
"Link to the previous order","Ligação para a encomenda anterior"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logótipo apenas para documentos HTML. Se vazio, será utilizado o por omissão. <br />(jpeg, gif, png)"
"Logo for HTML print view","Logótipo para Impressão HTML"
"Logo for PDF print-outs (200x50)","Logótipo para PDF (200x50)"
"Message","Mensagem"
"Message:","Mensagem:"
"Minimum amount","Quantidade mínima"
"Minimum order amount","Qt. mínima de encomenda"
"Mixed","Misto"
"Move to Shopping Cart","Mover para o carrinho de compras"
"Move to Wishlist","Mover para Lista de Presentes"
"Multi-address description message","Mensagem de descrição para endereços múltiplos"
"Multi-address error to show in shopping cart","Erro de endereços múltiplos a mostrar no carrinho de compras"
"My Orders","As minhas encomendas"
"My Orders - Details","As Minhas Encomendas - Detalhes"
"Name","Nome"
"New","Novo"
"New Credit Memo","Nova Nota de Crédito"
"New Credit Memo for Guest","Nova Nota de Crédito para convidado"
"New Invoice","Nova factura"
"New Invoice for Guest","Nova factura para convidado"
"New Order","Nova Encomenda"
"New Order Confirmation Email Sender","Remetente Email Para Confirmação de Nova Encomenda"
"New Order Confirmation Template","Template Confirmação de Nova Encomenda"
"New Order Confirmation Template for Guest","Novo template para confirmação de encomenda para convidado"
"New Order RSS","RSS nova encomenda"
"New Order for Guest","Nova encomenda para visitante"
"New Shipment","Novo Envio"
"New Shipment for Guest","Novo envio para visitante"
"New Status","Novo Estado"
"Newsletter Subscription","Subscrição Newsletter"
"No Items","Sem itens"
"No Items To Refund","Sem itens para devolução"
"No Payment Methods","Sem métodos de pagamento"
"No detail for number ""%s""","Sem detalhes para o número ""%s"""
"No items","Sem itens"
"No ordered items","Sem itens encomendados"
"No shipping information available","Sem informação de envio disponível"
"Not Capture","Não capturar"
"Not Notified","Não notificado"
"Notified","Notificado"
"Notify Customer","Notificar Cliente"
"Number","Número"
"On Hold","Bloqueada"
"Order","Encomenda"
"Order #","Encomenda #"
"Order # ","Encomenda #"
"Order # %s","Encomenda # %s"
"Order #%s","Encomenda #%s"
"Order #%s - %s","Encomenda #%s - %s"
"Order API","API da Encomenda"
"Order Comment","Comentário de encomenda"
"Order Comment Email Sender","Remetente Email comentário de Encomenda"
"Order Comment Email Template","Template Email comentário de Encomenda"
"Order Comment Email Template for Guest","Template Email Comentário Encomenda para Convidado"
"Order Comments","Comentários Encomenda"
"Order Credit Memos","Notas de Crédito da Encomenda"
"Order Currency:","Moeda da Encomenda:"
"Order Date","Data Encomenda"
"Order Date (%s)","Data Encomenda (%s)"
"Order Date: ","Data Encomenda:"
"Order Date: %s","Data encomenda: %s"
"Order Details","Detalhes da encomenda"
"Order Grand Total","Total final encomenda"
"Order History","Histórico de encomendas"
"Order Information","Informação da encomenda"
"Order Invoices","Facturas Encomenda"
"Order Shipments","Envios Encomenda"
"Order Status","Estado da Encomenda"
"Order Subtotal","Sub-total da encomenda"
"Order Subtotal:","Sub-total da Encomenda"
"Order Total","Total encomendado"
"Order Totals","Total encomendas"
"Order Update","Actualização Encomenda"
"Order Update for Guest","Actualização de encomenda para convidado"
"Order View","Visualização da Encomenda"
"Order invoice","Factura Encomenda"
"Order object is not specified.","Objecto de encomenda não especificado"
"Order saving error: %s","Erro ao guardar a encomenda: %s"
"Order shipments","Envios Encomenda"
"Order was not cancelled.","A encomenda não foi cancelada."
"Order was not put on hold.","A encomenda não foi Bloqueada"
"Order was not unholded.","A encomenda não foi desbloqueada"
"Order was placed using %s","A encomenda foi realizada utilizado %s"
"Order was successfully cancelled.","A encomenda foi cancelada com sucesso."
"Order was successfully put on hold.","A encomenda foi correctamente Bloqueada."
"Order was successfully released from holding status.","A encomenda foi correctamente desbloqueada"
"Ordered","Encomendado"
"Orders","Encomendas"
"Original Price","Preço Original"
"PDF Credit Memos","PDF Notas de Encomenda"
"PDF Invoices","Facturas PDF"
"PDF Packingslips","PDF Rótulos para Embalagem"
"PDF Print-outs","Apresentação PDF"
"PDF object is not specified.","Objecto PDF não especificado"
"PDF page object is not specified.","O objecto da pagina PDF não está especificado"
"Packingslip # ","Rótulos para Embalagem #"
"Paid","Pago"
"Paid Amount","Montante pago"
"Partial","Parcial"
"Payment Failed","Pagamento Falhou"
"Payment Information","Informação sobre pagamento"
"Payment Method","Método de Pagamento"
"Payment Method:","Método de Pagamento:"
"Pending","Pendente"
"Pending PayPal","Pendente Paypal"
"Pending Payment","Pendente Pagamento"
"Placed from IP","Adquirido do IP"
"Please enter positive number in this field.","Por favor insira um número positivo neste campo"
"Please select a customer","Por favor seleccione um cliente"
"Please select a store","Por favor seleccione uma loja"
"Please select products to add","Seleccione os produtos a adicionar"
"Price","Preço"
"Print","Imprimir"
"Print All","Imprimir Tudo"
"Print All Invoices","Imprimir todas as facturas"
"Print All Refunds","Imprimir todos os reembolsos"
"Print All Shipments","Imprimir todos os Envios"
"Print Credit Memos","Imprimir Notas de Crédito"
"Print Invoice","Imprimir Factura"
"Print Invoices","Imprimir Facturas"
"Print Order","Imprimir Encomenda"
"Print Order # %s","Imprimir Encomenda # %s"
"Print Packingslips","Imprimir Rótulos de Embalagem"
"Print Refund","Imprimir reembolso"
"Print Shipment","Imprimir Envio"
"Processing","Em Processamento"
"Processing data problem","Erro ao processar dados"
"Product","Produto"
"Product Name","Nome do Produto"
"Products","Produtos"
"Products in Compare List","Produtos na Lista de Comparação"
"Purchased From","Adquirido Em"
"Purchased On","Comprado Em"
"Purchased from (store)","Comprado na (loja)"
"QTY","Qt"
"Qty","Qt"
"Qty Invoiced","Qt. facturada"
"Qty Ordered","Qt encomendada"
"Qty Shipped","Qt enviada"
"Qty To Add","Qt a Adicionar"
"Qty to Invoice","Qt. por facturar"
"Qty to Refund","Qt para reembolsar"
"Qty to Ship","Qt para envio"
"Recent Orders","Encomendas recentes"
"Recently Compared Products","Produtos recentemente comparados"
"Recently Viewed","Recentemente visitado"
"Recently Viewed Products","Produtos Visualizados Recentemente"
"Refresh","Actualizar"
"Refund","Reembolso"
"Refund #","Reembolso #"
"Refund #%s","Reembolso #%s"
"Refund Amount","Montante de Reembolso"
"Refund Offline","Reembolso Desligado"
"Refund Shipping","Envio de reembolso"
"Refund Totals","Total devoluções"
"Refunded","Reembolsado"
"Refunds","Reembolsos"
"Remove","Remover"
"Remove Coupon Code","Remover Código do Cupão"
"Remove tracking number","Remover número de monitorização"
"Reorder","Re-encomendar"
"Retrieve invoice info","Obter informação de factura"
"Retrieve invoice information","Obter informação da factura"
"Retrieve list of invoices by filters","Obter lista de facturas através de filtros"
"Retrieve list of orders by filters","Obter lista de encomendas através de filtros"
"Retrieve list of shipments by filters","Obter lista de envios através de filtros"
"Retrieve order information","Obter informação de encomenda"
"Retrieve orders info","Obter informação da encomenda"
"Retrieve shipment info","Obter informação do envio"
"Retrieve shipment information","Obter informação de envio"
"Return to Stock","Voltar ao stock"
"Returned","Devolvido"
"Row Subtotal","Subtotal Linha"
"Row Total","Total Linha"
"SHIP TO:","ENVIAR PARA:"
"SKU","SKU"
"SOLD TO:","VENDIDO PARA:"
"Sales","Vendas"
"Sales Emails","Emails de Vendas"
"Sales Emails Section","Secção de Emails de Vendas"
"Sales Section","Secção de Vendas"
"Same As Billing Address","O mesmo que endereço de facturação"
"Save and Close Message","Guardar e Fechar a Mensagem"
"Save in address book","Guardar no Livro de Endereços"
"Select from existing customer addresses:","Seleccionar a partir de endereços de clientes existentes:"
"Send Credit Memo Comment Email Copy To","Enviar cópia do comentário da Nota de Crédito Para"
"Send Credit Memo Email Copy To","Enviar Cópia da Nota de Crédito para"
"Send Invoice Comment Email Copy To","Enviar Comentário Factura por Email Para"
"Send Invoice Email Copy To","Enviar Factura por Email Para"
"Send Order Comment Email Copy To","Enviar Comentário Encomenda por Email Para"
"Send Order Email Copy Method","Enviar encomenda atrav"
"Send Order Email Copy To","Enviar Encomenda por Email Para"
"Send Shipment Comment Email Copy To","Enviar uma cópia dos comentários de Envio Para"
"Send Shipment Email Copy To","Enviar uma cópia do Envio Para"
"Send Tracking Information","Enviar Informação de Monitorização"
"Ship","Envio"
"Ship to","Enviar para"
"Ship to First name","Nome de Envio"
"Ship to Last name","Apelido de Envio"
"Ship to Name","Enviar para Nome"
"Shipment","Envio"
"Shipment #","Envio #"
"Shipment #%s","Envio #%s"
"Shipment Comment Email Sender","Remetente Email comentário de Envio"
"Shipment Comment Email Template","Template Email Comentário de Envio"
"Shipment Comment Email Template for Guest","Template de Email para notificação Envio para Convidado"
"Shipment Comments","Comentários Envio"
"Shipment Email Sender","Remetente de Email de Envio"
"Shipment Email Template","Template de Email de Envio"
"Shipment Email Template for Guest","Template de Email do Envio para Convidado"
"Shipment Update","Actualização de Envio"
"Shipment Update for Guest","Actualização de Envio para Convidado"
"Shipment email not sent","Email de Envio não enviado"
"Shipment email sent","Email de Envio enviado"
"Shipments","Envios"
"Shipped","Enviado"
"Shipped By","Enviado Por"
"Shipping","Envio"
"Shipping & Handling","Envio & entrega"
"Shipping & Handling:","Envio e Manuseamento:"
"Shipping &amp; Handling","Envio &amp; Manuseamento:"
"Shipping &amp; Handling Information","Envio &amp; Informação de Manuseamento"
"Shipping Address","Endereço de Envio"
"Shipping Amount","Valor Envio"
"Shipping Information","Informação de Envio"
"Shipping Method","Método de Envio"
"Shipping Method:","Método de envio"
"Shipping Refund","A Enviar Reembolso"
"Shipping and Tracking Information","Informação de Envio e Monitorização"
"Shopping Cart","Carrinho de Compras"
"Signed Up From","Iniciou sessão de"
"Sku","Sku"
"Some items have quantities exceeding allowed quantities. Please select a lower quantity to checkout.","Alguns dos itens ultrapassam a quantidade máxima de encomenda. Por favor escolha uma quantidade inferior para prosseguir"
"Some of the products below don't have all the required options. Please remove them and add again with all the required options.","Alguns dos produtos abaixo não contemplam todas as opções obrigatórias. Por favor remova-os e de seguida adicione-os com as opções obrigatórias."
"Sorry, no quotes are available for this order at this time.","Pedimos desculpa, mas de momento não existem câmbios disponíveis para esta encomenda."
"Source object is not specified.","Origem do objecto não especificado."
"State/Province","Estado/Província"
"Status","Estado"
"Store Credit","Crédito na Loja"
"Submit Comment","Enviar Comentários"
"Submit Credit Memo","Submeter Nota de Crédito"
"Submit Invoice","Submeter Factura"
"Submit Order","Submeter encomenda"
"Submit Shipment","Submeter Envio"
"Subscribe to Newsletter","Subscrever newsletter"
"Subscribe to Order Status","Subscrever para estado da encomenda"
"Subtotal","Sub-total"
"Subtotal after discount","Subtotal após o desconto"
"Subtotal:","Sub-Total:"
"TAX/VAT Number","Número Imposto/VAT"
"Tax","Imposto"
"Tax :","Imposto:"
"Tax Amount","Valor Imposto"
"Tax Percent","Percentagem Imposto"
"Telephone","Telefone"
"The item %s (SKU %s) doesn't exist in the catalog anymore","O item %s (SKU %s) já não existe no catálogo"
"There are no printable documents related to selected orders","Não existem documentos para impressão relacionados com as encomendas seleccionadas"
"This message will be shown in shopping cart when subtotal after discount less than minimum amount","Esta mensagem será apresentada no carrinho de compras depois do desconto ser inferior ao montante mínimo"
"This order no longer exists.","Esta encomenda já não existe"
"Tier Pricing","Preços de quantidade"
"Title","Título"
"To","Até"
"To Name","Nome Destinatário"
"To:","Para:"
"Total %d product(s)","Um total dr %s produto(s)"
"Total Due","Dívida Total"
"Total Paid","Total Pago"
"Total Qty","Qt. Total"
"Total Refund","Qt. Reembolso"
"Total Refunded","Total Reembolso"
"Total Shipping Charges","Total encargos com envio"
"Total Tax","Total Imposto"
"Total(ex)","Total(ex)"
"Total(inc)","Total(inc)"
"Track Order","Seguir Encomenda"
"Track all shipment(s)","Monitorize todos os envios"
"Track all shipments","Monitorize todos os envios"
"Track this shipment","Monitorize este envio"
"Track your order","Monitorize a sua encomenda"
"Tracking","Monitorização"
"Tracking Number","Número de monitorização"
"Tracking Number(s)","Número(s) de monitorização"
"Unhold","Desbloquear"
"Unhold order","Desbloquear encomenda"
"Unknown State","Estado desconhecido"
"Unknown Status","Estado desconhecido"
"Update Changes","Actualizar alterações"
"Update Items and Qty's","Actualizar itens e Qtds"
"Update Qty's","Actualizar Qt."
"Validate each address separately in multi-address checkout","Validar cada endereço separadamente ao finalizar a encomenda com múltiplos-endereços"
"View","Ver"
"View All","Ver todo"
"View Order","Ver encomenda"
"Void","Vazio"
"Void invoice","Anular Factura"
"Website","Site"
"Wishlist","Lista de Presentes"
"You have placed no orders.","Não fez nenhuma encomenda"
"ZIP/Post Code","Código Postal"
"separate by "",""","separado por "","""
"My Orders","My Orders"
