"Feathers/Fur","Penas/Pêlo"
"Fabric","Tecido"
"Chiffon","Chiffon"
"Satin","Cetim"
"Taffeta","Tafetá"
"Elastic Woven Satin","Cetim Esticado"
"Tulle","Tule"
"Organza","Organza"
"Silk like Satin","Netseda Sintética"
"Charmeuse","Charmeuse"
"Matte Satin","Cetim de Mat"
"Net","Malha"
"Sequins","Lantejoulas"
"Feather","Penas"
"Faux Fur","Peles Artificiais"
"Jersey","Jersey"
"Hemline/Train","Bainha/Cauda"
"Short/Mini","Curto/Mini"
"Knee-Length","Comprimento do Joelho"
"Tea-Length","Comprimento Médio"
"Ankle-Length","Longuete"
"Floor-Length","Longo"
"Knee-length","Comprimento do Joelho"
"Tea-length","Comprimento Médio"
"Ankle-length","Longuete"
"Floor-length","Longo"
"Sweep/Brush Train","Trem de Varredura/Escova"
"Court Train","Cauda Média"
"Chapel Train","Cauda Longa"
"Cathedral Train","Cauda Catedral"
"Asymmetrical","Assimétrico"
"Neckline","Decote"
"Strapless","Sem Alça"
"Sweetheart","Curação"
"V-neck","Decote em V"
"One-shoulder","Um Ombro"
"Straps","Alças"
"Square","Quadrado"
"Halter","Cabresto"
"Spaghetti Straps","Alças Finas"
"Off-the-Shoulder","Ombro a Ombro"
"Off the Shoulder","Ombro a Ombro"
"Scoop","U profundo"
"High Neck","Frente única"
"Bateau","Barco"
"Jewel","Jóia"
"Sash Fabric","Tecido Faixa"
"Shown Color","Cor Mostrada"
"Ivory","Marfim"
"Champagne","Champanhe"
"Pearl Pink","Rosa Pérola"
"Pearls","Pérola"
"Pink","Rosa"
"White","Branco"
"Brown","Marrom"
"Black","Preto"
"Light Sky Blue","Azul de céu claro"
"Royal Blue","Azul Royal"
"Blue","Azul"
"Chocolate","Chocolate"
"Burgundy","Vinho"
"Daffodil","Narciso"
"Dark Green","Verde Escuro"
"Fuchsia","Fúcsia"
"Grape","Uva"
"Hunter","Caçador Verde"
"Hunter Green","Caçador Verde"
"Multi Colors","Multi Cores"
"Green","Verde"
"Lavender","Lavanda"
"Lilac","Lilás"
"Gold","Dourado"
"Orange","Laranja"
"Red","Vermelho"
"Sage","Verde Sávia"
"Silver","Prateado"
"Regency","Lemanjá"
"Watermelon","Melância"
"Dark Navy","Azul Navy"
"Yellow","Amarelo"
"Grey","Cinzento"
"Beige","Bege"
"Silhouette","Silhueta"
"A-Line/Princess","Linha-a/Princesa"
"A-line/Princess","Linha-a/Princesa"
"Sheath/Column","Tubo/Coluna"
"Trumpet/Mermaid","Sereia"
"Ball Gown","Baile"
"Empire","Império"
"Season","Temporada"
"Spring","Primavera"
"Summer","Verão"
"Fall","Outono"
"Winter","Inverno"
"Skirt Fabric","Tecido da Saia"
"Sleeve","Comprimento das Mangas"
"Sleeveless","Sem Mangas"
"Short Sleeves","Manga Curta"
"1/2 Sleeves","Meia Manga"
"3/4 Sleeves","Luva de Comprimento de 3/4"
"Long Sleeves","Manga Comprida"
"Waist","Cintura"
"Natural","Natural"
"Dropped","Caida"
"Tiers","Tiers"
"Tier","Tier"
"More ...","Mais ..."
"Less ...","Menos ..."
"Package Weight (g)","Peso do Pacote (g)"
"Find","Encontrar"
